0,1,2,3,4,5,6
43700,40000-44999,40000-49999,30000-59999,0-59999,0-119999,*
43800,40000-44999,40000-49999,30000-59999,0-59999,0-119999,*
43900,40000-44999,40000-49999,30000-59999,0-59999,0-119999,*
44000,40000-44999,40000-49999,30000-59999,0-59999,0-119999,*
44100,40000-44999,40000-49999,30000-59999,0-59999,0-119999,*
44200,40000-44999,40000-49999,30000-59999,0-59999,0-119999,*
44300,40000-44999,40000-49999,30000-59999,0-59999,0-119999,*
44400,40000-44999,40000-49999,30000-59999,0-59999,0-119999,*
44500,40000-44999,40000-49999,30000-59999,0-59999,0-119999,*
44600,40000-44999,40000-49999,30000-59999,0-59999,0-119999,*
44700,40000-44999,40000-49999,30000-59999,0-59999,0-119999,*
44800,40000-44999,40000-49999,30000-59999,0-59999,0-119999,*
44900,40000-44999,40000-49999,30000-59999,0-59999,0-119999,*
45000,45000-49999,40000-49999,30000-59999,0-59999,0-119999,*
45100,45000-49999,40000-49999,30000-59999,0-59999,0-119999,*
45200,45000-49999,40000-49999,30000-59999,0-59999,0-119999,*
45300,45000-49999,40000-49999,30000-59999,0-59999,0-119999,*
45400,45000-49999,40000-49999,30000-59999,0-59999,0-119999,*
45500,45000-49999,40000-49999,30000-59999,0-59999,0-119999,*
45600,45000-49999,40000-49999,30000-59999,0-59999,0-119999,*
45700,45000-49999,40000-49999,30000-59999,0-59999,0-119999,*
45800,45000-49999,40000-49999,30000-59999,0-59999,0-119999,*
45900,45000-49999,40000-49999,30000-59999,0-59999,0-119999,*
46000,45000-49999,40000-49999,30000-59999,0-59999,0-119999,*
46100,45000-49999,40000-49999,30000-59999,0-59999,0-119999,*
46200,45000-49999,40000-49999,30000-59999,0-59999,0-119999,*
46300,45000-49999,40000-49999,30000-59999,0-59999,0-119999,*
46400,45000-49999,40000-49999,30000-59999,0-59999,0-119999,*
46500,45000-49999,40000-49999,30000-59999,0-59999,0-119999,*
46600,45000-49999,40000-49999,30000-59999,0-59999,0-119999,*
46700,45000-49999,40000-49999,30000-59999,0-59999,0-119999,*
46800,45000-49999,40000-49999,30000-59999,0-59999,0-119999,*
46900,45000-49999,40000-49999,30000-59999,0-59999,0-119999,*
47000,45000-49999,40000-49999,30000-59999,0-59999,0-119999,*
47100,45000-49999,40000-49999,30000-59999,0-59999,0-119999,*
47200,45000-49999,40000-49999,30000-59999,0-59999,0-119999,*
47300,45000-49999,40000-49999,30000-59999,0-59999,0-119999,*
47400,45000-49999,40000-49999,30000-59999,0-59999,0-119999,*
47500,45000-49999,40000-49999,30000-59999,0-59999,0-119999,*
47600,45000-49999,40000-49999,30000-59999,0-59999,0-119999,*
47700,45000-49999,40000-49999,30000-59999,0-59999,0-119999,*
47800,45000-49999,40000-49999,30000-59999,0-59999,0-119999,*
47900,45000-49999,40000-49999,30000-59999,0-59999,0-119999,*
48000,45000-49999,40000-49999,30000-59999,0-59999,0-119999,*
48100,45000-49999,40000-49999,30000-59999,0-59999,0-119999,*
48200,45000-49999,40000-49999,30000-59999,0-59999,0-119999,*
48300,45000-49999,40000-49999,30000-59999,0-59999,0-119999,*
48400,45000-49999,40000-49999,30000-59999,0-59999,0-119999,*
48500,45000-49999,40000-49999,30000-59999,0-59999,0-119999,*
48600,45000-49999,40000-49999,30000-59999,0-59999,0-119999,*
48700,45000-49999,40000-49999,30000-59999,0-59999,0-119999,*
48800,45000-49999,40000-49999,30000-59999,0-59999,0-119999,*
48900,45000-49999,40000-49999,30000-59999,0-59999,0-119999,*
49000,45000-49999,40000-49999,30000-59999,0-59999,0-119999,*
49100,45000-49999,40000-49999,30000-59999,0-59999,0-119999,*
49200,45000-49999,40000-49999,30000-59999,0-59999,0-119999,*
49300,45000-49999,40000-49999,30000-59999,0-59999,0-119999,*
49400,45000-49999,40000-49999,30000-59999,0-59999,0-119999,*
49500,45000-49999,40000-49999,30000-59999,0-59999,0-119999,*
49600,45000-49999,40000-49999,30000-59999,0-59999,0-119999,*
49700,45000-49999,40000-49999,30000-59999,0-59999,0-119999,*
49800,45000-49999,40000-49999,30000-59999,0-59999,0-119999,*
49900,45000-49999,40000-49999,30000-59999,0-59999,0-119999,*
50000,50000-54999,50000-59999,30000-59999,0-59999,0-119999,*
50100,50000-54999,50000-59999,30000-59999,0-59999,0-119999,*
50200,50000-54999,50000-59999,30000-59999,0-59999,0-119999,*
50300,50000-54999,50000-59999,30000-59999,0-59999,0-119999,*
50400,50000-54999,50000-59999,30000-59999,0-59999,0-119999,*
50500,50000-54999,50000-59999,30000-59999,0-59999,0-119999,*
50600,50000-54999,50000-59999,30000-59999,0-59999,0-119999,*
50700,50000-54999,50000-59999,30000-59999,0-59999,0-119999,*
50800,50000-54999,50000-59999,30000-59999,0-59999,0-119999,*
50900,50000-54999,50000-59999,30000-59999,0-59999,0-119999,*
51000,50000-54999,50000-59999,30000-59999,0-59999,0-119999,*
51100,50000-54999,50000-59999,30000-59999,0-59999,0-119999,*
51200,50000-54999,50000-59999,30000-59999,0-59999,0-119999,*
51300,50000-54999,50000-59999,30000-59999,0-59999,0-119999,*
51400,50000-54999,50000-59999,30000-59999,0-59999,0-119999,*
51500,50000-54999,50000-59999,30000-59999,0-59999,0-119999,*
51600,50000-54999,50000-59999,30000-59999,0-59999,0-119999,*
51700,50000-54999,50000-59999,30000-59999,0-59999,0-119999,*
51800,50000-54999,50000-59999,30000-59999,0-59999,0-119999,*
51900,50000-54999,50000-59999,30000-59999,0-59999,0-119999,*
52000,50000-54999,50000-59999,30000-59999,0-59999,0-119999,*
52100,50000-54999,50000-59999,30000-59999,0-59999,0-119999,*
52200,50000-54999,50000-59999,30000-59999,0-59999,0-119999,*
52300,50000-54999,50000-59999,30000-59999,0-59999,0-119999,*
52400,50000-54999,50000-59999,30000-59999,0-59999,0-119999,*
52500,50000-54999,50000-59999,30000-59999,0-59999,0-119999,*
52600,50000-54999,50000-59999,30000-59999,0-59999,0-119999,*
52700,50000-54999,50000-59999,30000-59999,0-59999,0-119999,*
52800,50000-54999,50000-59999,30000-59999,0-59999,0-119999,*
52900,50000-54999,50000-59999,30000-59999,0-59999,0-119999,*
53000,50000-54999,50000-59999,30000-59999,0-59999,0-119999,*
53100,50000-54999,50000-59999,30000-59999,0-59999,0-119999,*
53200,50000-54999,50000-59999,30000-59999,0-59999,0-119999,*
53300,50000-54999,50000-59999,30000-59999,0-59999,0-119999,*
53400,50000-54999,50000-59999,30000-59999,0-59999,0-119999,*
53500,50000-54999,50000-59999,30000-59999,0-59999,0-119999,*
53600,50000-54999,50000-59999,30000-59999,0-59999,0-119999,*
53700,50000-54999,50000-59999,30000-59999,0-59999,0-119999,*
53800,50000-54999,50000-59999,30000-59999,0-59999,0-119999,*
53900,50000-54999,50000-59999,30000-59999,0-59999,0-119999,*
54000,50000-54999,50000-59999,30000-59999,0-59999,0-119999,*
54100,50000-54999,50000-59999,30000-59999,0-59999,0-119999,*
54200,50000-54999,50000-59999,30000-59999,0-59999,0-119999,*
54300,50000-54999,50000-59999,30000-59999,0-59999,0-119999,*
54400,50000-54999,50000-59999,30000-59999,0-59999,0-119999,*
54500,50000-54999,50000-59999,30000-59999,0-59999,0-119999,*
54600,50000-54999,50000-59999,30000-59999,0-59999,0-119999,*
54700,50000-54999,50000-59999,30000-59999,0-59999,0-119999,*
54800,50000-54999,50000-59999,30000-59999,0-59999,0-119999,*
54900,50000-54999,50000-59999,30000-59999,0-59999,0-119999,*
55000,55000-59999,50000-59999,30000-59999,0-59999,0-119999,*
55100,55000-59999,50000-59999,30000-59999,0-59999,0-119999,*
55200,55000-59999,50000-59999,30000-59999,0-59999,0-119999,*
55300,55000-59999,50000-59999,30000-59999,0-59999,0-119999,*
55400,55000-59999,50000-59999,30000-59999,0-59999,0-119999,*
55500,55000-59999,50000-59999,30000-59999,0-59999,0-119999,*
55600,55000-59999,50000-59999,30000-59999,0-59999,0-119999,*
55700,55000-59999,50000-59999,30000-59999,0-59999,0-119999,*
55800,55000-59999,50000-59999,30000-59999,0-59999,0-119999,*
55900,55000-59999,50000-59999,30000-59999,0-59999,0-119999,*
56000,55000-59999,50000-59999,30000-59999,0-59999,0-119999,*
56100,55000-59999,50000-59999,30000-59999,0-59999,0-119999,*
56200,55000-59999,50000-59999,30000-59999,0-59999,0-119999,*
56300,55000-59999,50000-59999,30000-59999,0-59999,0-119999,*
56400,55000-59999,50000-59999,30000-59999,0-59999,0-119999,*
56500,55000-59999,50000-59999,30000-59999,0-59999,0-119999,*
56600,55000-59999,50000-59999,30000-59999,0-59999,0-119999,*
56700,55000-59999,50000-59999,30000-59999,0-59999,0-119999,*
56800,55000-59999,50000-59999,30000-59999,0-59999,0-119999,*
56900,55000-59999,50000-59999,30000-59999,0-59999,0-119999,*
57000,55000-59999,50000-59999,30000-59999,0-59999,0-119999,*
57100,55000-59999,50000-59999,30000-59999,0-59999,0-119999,*
57200,55000-59999,50000-59999,30000-59999,0-59999,0-119999,*
57300,55000-59999,50000-59999,30000-59999,0-59999,0-119999,*
57400,55000-59999,50000-59999,30000-59999,0-59999,0-119999,*
57500,55000-59999,50000-59999,30000-59999,0-59999,0-119999,*
57600,55000-59999,50000-59999,30000-59999,0-59999,0-119999,*
57700,55000-59999,50000-59999,30000-59999,0-59999,0-119999,*
57800,55000-59999,50000-59999,30000-59999,0-59999,0-119999,*
57900,55000-59999,50000-59999,30000-59999,0-59999,0-119999,*
58000,55000-59999,50000-59999,30000-59999,0-59999,0-119999,*
58100,55000-59999,50000-59999,30000-59999,0-59999,0-119999,*
58200,55000-59999,50000-59999,30000-59999,0-59999,0-119999,*
58300,55000-59999,50000-59999,30000-59999,0-59999,0-119999,*
58400,55000-59999,50000-59999,30000-59999,0-59999,0-119999,*
58500,55000-59999,50000-59999,30000-59999,0-59999,0-119999,*
58600,55000-59999,50000-59999,30000-59999,0-59999,0-119999,*
58700,55000-59999,50000-59999,30000-59999,0-59999,0-119999,*
58800,55000-59999,50000-59999,30000-59999,0-59999,0-119999,*
58900,55000-59999,50000-59999,30000-59999,0-59999,0-119999,*
59000,55000-59999,50000-59999,30000-59999,0-59999,0-119999,*
59100,55000-59999,50000-59999,30000-59999,0-59999,0-119999,*
59200,55000-59999,50000-59999,30000-59999,0-59999,0-119999,*
59300,55000-59999,50000-59999,30000-59999,0-59999,0-119999,*
59400,55000-59999,50000-59999,30000-59999,0-59999,0-119999,*
59500,55000-59999,50000-59999,30000-59999,0-59999,0-119999,*
59600,55000-59999,50000-59999,30000-59999,0-59999,0-119999,*
59700,55000-59999,50000-59999,30000-59999,0-59999,0-119999,*
59800,55000-59999,50000-59999,30000-59999,0-59999,0-119999,*
59900,55000-59999,50000-59999,30000-59999,0-59999,0-119999,*
60000,60000-64999,60000-69999,60000-89999,60000-119999,0-119999,*
60100,60000-64999,60000-69999,60000-89999,60000-119999,0-119999,*
60200,60000-64999,60000-69999,60000-89999,60000-119999,0-119999,*
60300,60000-64999,60000-69999,60000-89999,60000-119999,0-119999,*
60400,60000-64999,60000-69999,60000-89999,60000-119999,0-119999,*
60500,60000-64999,60000-69999,60000-89999,60000-119999,0-119999,*
60600,60000-64999,60000-69999,60000-89999,60000-119999,0-119999,*
60700,60000-64999,60000-69999,60000-89999,60000-119999,0-119999,*
60800,60000-64999,60000-69999,60000-89999,60000-119999,0-119999,*
60900,60000-64999,60000-69999,60000-89999,60000-119999,0-119999,*
61000,60000-64999,60000-69999,60000-89999,60000-119999,0-119999,*
61100,60000-64999,60000-69999,60000-89999,60000-119999,0-119999,*
61200,60000-64999,60000-69999,60000-89999,60000-119999,0-119999,*
61300,60000-64999,60000-69999,60000-89999,60000-119999,0-119999,*
61400,60000-64999,60000-69999,60000-89999,60000-119999,0-119999,*
61500,60000-64999,60000-69999,60000-89999,60000-119999,0-119999,*
61600,60000-64999,60000-69999,60000-89999,60000-119999,0-119999,*
61700,60000-64999,60000-69999,60000-89999,60000-119999,0-119999,*
61800,60000-64999,60000-69999,60000-89999,60000-119999,0-119999,*
61900,60000-64999,60000-69999,60000-89999,60000-119999,0-119999,*
62000,60000-64999,60000-69999,60000-89999,60000-119999,0-119999,*
62100,60000-64999,60000-69999,60000-89999,60000-119999,0-119999,*
62200,60000-64999,60000-69999,60000-89999,60000-119999,0-119999,*
62300,60000-64999,60000-69999,60000-89999,60000-119999,0-119999,*
62400,60000-64999,60000-69999,60000-89999,60000-119999,0-119999,*
62500,60000-64999,60000-69999,60000-89999,60000-119999,0-119999,*
62600,60000-64999,60000-69999,60000-89999,60000-119999,0-119999,*
62700,60000-64999,60000-69999,60000-89999,60000-119999,0-119999,*
62800,60000-64999,60000-69999,60000-89999,60000-119999,0-119999,*
62900,60000-64999,60000-69999,60000-89999,60000-119999,0-119999,*
63000,60000-64999,60000-69999,60000-89999,60000-119999,0-119999,*
63100,60000-64999,60000-69999,60000-89999,60000-119999,0-119999,*
63200,60000-64999,60000-69999,60000-89999,60000-119999,0-119999,*
63300,60000-64999,60000-69999,60000-89999,60000-119999,0-119999,*
63400,60000-64999,60000-69999,60000-89999,60000-119999,0-119999,*
63500,60000-64999,60000-69999,60000-89999,60000-119999,0-119999,*
63600,60000-64999,60000-69999,60000-89999,60000-119999,0-119999,*
63700,60000-64999,60000-69999,60000-89999,60000-119999,0-119999,*
63800,60000-64999,60000-69999,60000-89999,60000-119999,0-119999,*
63900,60000-64999,60000-69999,60000-89999,60000-119999,0-119999,*
64000,60000-64999,60000-69999,60000-89999,60000-119999,0-119999,*
64100,60000-64999,60000-69999,60000-89999,60000-119999,0-119999,*
64200,60000-64999,60000-69999,60000-89999,60000-119999,0-119999,*
64300,60000-64999,60000-69999,60000-89999,60000-119999,0-119999,*
64400,60000-64999,60000-69999,60000-89999,60000-119999,0-119999,*
64500,60000-64999,60000-69999,60000-89999,60000-119999,0-119999,*
64600,60000-64999,60000-69999,60000-89999,60000-119999,0-119999,*
64700,60000-64999,60000-69999,60000-89999,60000-119999,0-119999,*
64800,60000-64999,60000-69999,60000-89999,60000-119999,0-119999,*
64900,60000-64999,60000-69999,60000-89999,60000-119999,0-119999,*
65000,65000-69999,60000-69999,60000-89999,60000-119999,0-119999,*
65100,65000-69999,60000-69999,60000-89999,60000-119999,0-119999,*
65200,65000-69999,60000-69999,60000-89999,60000-119999,0-119999,*
65300,65000-69999,60000-69999,60000-89999,60000-119999,0-119999,*
65400,65000-69999,60000-69999,60000-89999,60000-119999,0-119999,*
65500,65000-69999,60000-69999,60000-89999,60000-119999,0-119999,*
65600,65000-69999,60000-69999,60000-89999,60000-119999,0-119999,*
65700,65000-69999,60000-69999,60000-89999,60000-119999,0-119999,*
65800,65000-69999,60000-69999,60000-89999,60000-119999,0-119999,*
65900,65000-69999,60000-69999,60000-89999,60000-119999,0-119999,*
66000,65000-69999,60000-69999,60000-89999,60000-119999,0-119999,*
66100,65000-69999,60000-69999,60000-89999,60000-119999,0-119999,*
66200,65000-69999,60000-69999,60000-89999,60000-119999,0-119999,*
66300,65000-69999,60000-69999,60000-89999,60000-119999,0-119999,*
66400,65000-69999,60000-69999,60000-89999,60000-119999,0-119999,*
66500,65000-69999,60000-69999,60000-89999,60000-119999,0-119999,*
66600,65000-69999,60000-69999,60000-89999,60000-119999,0-119999,*
66700,65000-69999,60000-69999,60000-89999,60000-119999,0-119999,*
66800,65000-69999,60000-69999,60000-89999,60000-119999,0-119999,*
66900,65000-69999,60000-69999,60000-89999,60000-119999,0-119999,*
67000,65000-69999,60000-69999,60000-89999,60000-119999,0-119999,*
67100,65000-69999,60000-69999,60000-89999,60000-119999,0-119999,*
67200,65000-69999,60000-69999,60000-89999,60000-119999,0-119999,*
67300,65000-69999,60000-69999,60000-89999,60000-119999,0-119999,*
67400,65000-69999,60000-69999,60000-89999,60000-119999,0-119999,*
67500,65000-69999,60000-69999,60000-89999,60000-119999,0-119999,*
67600,65000-69999,60000-69999,60000-89999,60000-119999,0-119999,*
67700,65000-69999,60000-69999,60000-89999,60000-119999,0-119999,*
67800,65000-69999,60000-69999,60000-89999,60000-119999,0-119999,*
67900,65000-69999,60000-69999,60000-89999,60000-119999,0-119999,*
68000,65000-69999,60000-69999,60000-89999,60000-119999,0-119999,*
68100,65000-69999,60000-69999,60000-89999,60000-119999,0-119999,*
68200,65000-69999,60000-69999,60000-89999,60000-119999,0-119999,*
68300,65000-69999,60000-69999,60000-89999,60000-119999,0-119999,*
68400,65000-69999,60000-69999,60000-89999,60000-119999,0-119999,*
68500,65000-69999,60000-69999,60000-89999,60000-119999,0-119999,*
68600,65000-69999,60000-69999,60000-89999,60000-119999,0-119999,*
68700,65000-69999,60000-69999,60000-89999,60000-119999,0-119999,*
68800,65000-69999,60000-69999,60000-89999,60000-119999,0-119999,*
68900,65000-69999,60000-69999,60000-89999,60000-119999,0-119999,*
69000,65000-69999,60000-69999,60000-89999,60000-119999,0-119999,*
69100,65000-69999,60000-69999,60000-89999,60000-119999,0-119999,*
69200,65000-69999,60000-69999,60000-89999,60000-119999,0-119999,*
69300,65000-69999,60000-69999,60000-89999,60000-119999,0-119999,*
69400,65000-69999,60000-69999,60000-89999,60000-119999,0-119999,*
69500,65000-69999,60000-69999,60000-89999,60000-119999,0-119999,*
69600,65000-69999,60000-69999,60000-89999,60000-119999,0-119999,*
69700,65000-69999,60000-69999,60000-89999,60000-119999,0-119999,*
69800,65000-69999,60000-69999,60000-89999,60000-119999,0-119999,*
69900,65000-69999,60000-69999,60000-89999,60000-119999,0-119999,*
70000,70000-74999,70000-79999,60000-89999,60000-119999,0-119999,*
70100,70000-74999,70000-79999,60000-89999,60000-119999,0-119999,*
70200,70000-74999,70000-79999,60000-89999,60000-119999,0-119999,*
70300,70000-74999,70000-79999,60000-89999,60000-119999,0-119999,*
70400,70000-74999,70000-79999,60000-89999,60000-119999,0-119999,*
70500,70000-74999,70000-79999,60000-89999,60000-119999,0-119999,*
70600,70000-74999,70000-79999,60000-89999,60000-119999,0-119999,*
70700,70000-74999,70000-79999,60000-89999,60000-119999,0-119999,*
70800,70000-74999,70000-79999,60000-89999,60000-119999,0-119999,*
70900,70000-74999,70000-79999,60000-89999,60000-119999,0-119999,*
71000,70000-74999,70000-79999,60000-89999,60000-119999,0-119999,*
71100,70000-74999,70000-79999,60000-89999,60000-119999,0-119999,*
71200,70000-74999,70000-79999,60000-89999,60000-119999,0-119999,*
71300,70000-74999,70000-79999,60000-89999,60000-119999,0-119999,*
71400,70000-74999,70000-79999,60000-89999,60000-119999,0-119999,*
71500,70000-74999,70000-79999,60000-89999,60000-119999,0-119999,*
71600,70000-74999,70000-79999,60000-89999,60000-119999,0-119999,*
71700,70000-74999,70000-79999,60000-89999,60000-119999,0-119999,*
71800,70000-74999,70000-79999,60000-89999,60000-119999,0-119999,*
71900,70000-74999,70000-79999,60000-89999,60000-119999,0-119999,*
72000,70000-74999,70000-79999,60000-89999,60000-119999,0-119999,*
72100,70000-74999,70000-79999,60000-89999,60000-119999,0-119999,*
72200,70000-74999,70000-79999,60000-89999,60000-119999,0-119999,*
72300,70000-74999,70000-79999,60000-89999,60000-119999,0-119999,*
72400,70000-74999,70000-79999,60000-89999,60000-119999,0-119999,*
72500,70000-74999,70000-79999,60000-89999,60000-119999,0-119999,*
72600,70000-74999,70000-79999,60000-89999,60000-119999,0-119999,*
72700,70000-74999,70000-79999,60000-89999,60000-119999,0-119999,*
72800,70000-74999,70000-79999,60000-89999,60000-119999,0-119999,*
72900,70000-74999,70000-79999,60000-89999,60000-119999,0-119999,*
73000,70000-74999,70000-79999,60000-89999,60000-119999,0-119999,*
73100,70000-74999,70000-79999,60000-89999,60000-119999,0-119999,*
73200,70000-74999,70000-79999,60000-89999,60000-119999,0-119999,*
73300,70000-74999,70000-79999,60000-89999,60000-119999,0-119999,*
73400,70000-74999,70000-79999,60000-89999,60000-119999,0-119999,*
73500,70000-74999,70000-79999,60000-89999,60000-119999,0-119999,*
73600,70000-74999,70000-79999,60000-89999,60000-119999,0-119999,*
73700,70000-74999,70000-79999,60000-89999,60000-119999,0-119999,*
73800,70000-74999,70000-79999,60000-89999,60000-119999,0-119999,*
73900,70000-74999,70000-79999,60000-89999,60000-119999,0-119999,*
74000,70000-74999,70000-79999,60000-89999,60000-119999,0-119999,*
74100,70000-74999,70000-79999,60000-89999,60000-119999,0-119999,*
74200,70000-74999,70000-79999,60000-89999,60000-119999,0-119999,*
74300,70000-74999,70000-79999,60000-89999,60000-119999,0-119999,*
74400,70000-74999,70000-79999,60000-89999,60000-119999,0-119999,*
74500,70000-74999,70000-79999,60000-89999,60000-119999,0-119999,*
74600,70000-74999,70000-79999,60000-89999,60000-119999,0-119999,*
74700,70000-74999,70000-79999,60000-89999,60000-119999,0-119999,*
74800,70000-74999,70000-79999,60000-89999,60000-119999,0-119999,*
74900,70000-74999,70000-79999,60000-89999,60000-119999,0-119999,*
75000,75000-79999,70000-79999,60000-89999,60000-119999,0-119999,*
75100,75000-79999,70000-79999,60000-89999,60000-119999,0-119999,*
75200,75000-79999,70000-79999,60000-89999,60000-119999,0-119999,*
75300,75000-79999,70000-79999,60000-89999,60000-119999,0-119999,*
75400,75000-79999,70000-79999,60000-89999,60000-119999,0-119999,*
75500,75000-79999,70000-79999,60000-89999,60000-119999,0-119999,*
75600,75000-79999,70000-79999,60000-89999,60000-119999,0-119999,*
75700,75000-79999,70000-79999,60000-89999,60000-119999,0-119999,*
75800,75000-79999,70000-79999,60000-89999,60000-119999,0-119999,*
75900,75000-79999,70000-79999,60000-89999,60000-119999,0-119999,*
